0.090000	1.166252	2.000000
0.190000	1.318767	2.000000
0.290000	1.443383	2.000000
0.390000	1.545204	2.000000
0.490000	1.628398	2.000000
0.590000	1.696374	2.000000
0.690000	1.751916	2.000000
0.790000	1.797297	2.000000
0.890000	1.834377	2.000000
0.990000	1.864674	2.000000
1.090000	1.889429	2.000000
1.190000	1.909655	2.000000
1.290000	1.926182	2.000000
1.390000	1.939685	2.000000
1.490000	1.950718	2.000000
1.590000	1.959733	2.000000
1.690000	1.967099	2.000000
1.790000	1.973118	2.000000
1.890000	1.978035	2.000000
1.990000	1.982053	2.000000
2.090000	1.985336	2.000000
2.190000	1.988019	2.000000
2.290000	1.990210	2.000000
2.390000	1.992001	2.000000
2.490000	1.993464	2.000000
2.590000	1.994660	2.000000
2.690000	1.995637	2.000000
2.790000	1.996435	2.000000
2.890000	1.997087	2.000000
2.990000	1.997620	2.000000
3.090000	1.998055	2.000000
3.190000	1.998411	2.000000
3.290000	1.998702	2.000000
3.390000	1.998939	2.000000
3.490000	1.999133	2.000000
3.590000	1.999292	2.000000
3.690000	1.999421	2.000000
3.790000	1.999527	2.000000
3.890000	1.999614	2.000000
3.990000	1.999684	2.000000
4.090000	1.999742	2.000000
4.190000	1.999789	2.000000
4.290000	1.999828	2.000000
4.390000	1.999859	2.000000
4.490000	1.999885	2.000000
4.590000	1.999906	2.000000
4.690000	1.999923	2.000000
4.790000	1.999937	2.000000
4.890000	1.999949	2.000000
4.990000	1.999958	2.000000
5.090000	1.850729	1.000000
5.190000	1.695107	1.000000
5.290000	1.567953	1.000000
5.390000	1.464059	1.000000
5.490000	1.379170	1.000000
5.590000	1.309810	1.000000
5.690000	1.253137	1.000000
5.790000	1.206831	1.000000
5.890000	1.168996	1.000000
5.990000	1.138082	1.000000
6.090000	1.112823	1.000000
6.190000	1.092185	1.000000
6.290000	1.075322	1.000000
6.390000	1.061543	1.000000
6.490000	1.050285	1.000000
6.590000	1.041087	1.000000
6.690000	1.033571	1.000000
6.790000	1.027430	1.000000
6.890000	1.022412	1.000000
6.990000	1.018312	1.000000
7.090000	1.014963	1.000000
7.190000	1.012226	1.000000
7.290000	1.009989	1.000000
7.390000	1.008162	1.000000
7.490000	1.006669	1.000000
7.590000	1.005449	1.000000
7.690000	1.004452	1.000000
7.790000	1.003638	1.000000
7.890000	1.002972	1.000000
7.990000	1.002429	1.000000
8.090000	1.001984	1.000000
8.190000	1.001621	1.000000
8.290000	1.001325	1.000000
8.390000	1.001082	1.000000
8.490000	1.000884	1.000000
8.590000	1.000723	1.000000
8.690000	1.000590	1.000000
8.790000	1.000482	1.000000
8.890000	1.000394	1.000000
8.990000	1.000322	1.000000
9.090000	1.000263	1.000000
9.190000	1.000215	1.000000
9.290000	1.000176	1.000000
9.390000	1.000144	1.000000
9.490000	1.000117	1.000000
9.590000	1.000096	1.000000
9.690000	1.000078	1.000000
9.790000	1.000064	1.000000
9.890000	1.000052	1.000000
9.990000	1.000043	1.000000
10.090000	1.298509	3.000000
10.190000	1.609758	3.000000
10.290000	1.864071	3.000000
10.390000	2.071863	3.000000
10.490000	2.241645	3.000000
10.590000	2.380369	3.000000
10.690000	2.493716	3.000000
10.790000	2.586329	3.000000
10.890000	2.662001	3.000000
10.990000	2.723830	3.000000
11.090000	2.774349	3.000000
11.190000	2.815627	3.000000
11.290000	2.849354	3.000000
11.390000	2.876911	3.000000
11.490000	2.899427	3.000000
11.590000	2.917825	3.000000
11.690000	2.932857	3.000000
11.790000	2.945139	3.000000
11.890000	2.955175	3.000000
11.990000	2.963374	3.000000
12.090000	2.970074	3.000000
12.190000	2.975548	3.000000
12.290000	2.980021	3.000000
12.390000	2.983676	3.000000
12.490000	2.986662	3.000000
12.590000	2.989102	3.000000
12.690000	2.991096	3.000000
12.790000	2.992724	3.000000
12.890000	2.994055	3.000000
12.990000	2.995143	3.000000
13.090000	2.996031	3.000000
13.190000	2.996757	3.000000
13.290000	2.997350	3.000000
13.390000	2.997835	3.000000
13.490000	2.998231	3.000000
13.590000	2.998555	3.000000
13.690000	2.998819	3.000000
13.790000	2.999035	3.000000
13.890000	2.999212	3.000000
13.990000	2.999356	3.000000
14.090000	2.999474	3.000000
14.190000	2.999570	3.000000
14.290000	2.999649	3.000000
14.390000	2.999713	3.000000
14.490000	2.999765	3.000000
14.590000	2.999808	3.000000
14.690000	2.999843	3.000000
14.790000	2.999872	3.000000
14.890000	2.999895	3.000000
14.990000	2.999915	3.000000
